,Paper_ID,Question_ID,Question_Type,Question_Text,Token_Text,Word_Count
1592,0460_w14_qp_23.pdf,(c),SUB,"(i) Calculate the depression of the wet bulb, shown in Fig. 5. Show your calculation in the table below. dry bulb thermometer reading wet bulb thermometer reading depression of the wet bulb thermometer",depression wet bulb calculation table bulb thermometer bulb thermometer depression wet bulb thermometer,203
1593,0460_w14_qp_23.pdf,(ii),SUB,"Table 1 gives the relative humidity of the air for certain hygrometer readings. Table 1 Dry bulb Depression of the wet bulb thermometer (°C) reading 1° 2° 3° 4° 5° 6° 7° % % % % % % % Using your answer to (c)(i) and Table 1, state the relative humidity.",humidity air hygrometer readings bulb wet bulb thermometer answer state humidity,255
1594,0460_w14_qp_23.pdf,(iii),SUB,Look at Table 1. Describe the relationship between the depression of the wet bulb thermometer and relative humidity. [Total: 8 marks],Look relationship depression wet bulb thermometer humidity Total marks,135
1595,0460_w14_qp_23.pdf,4,MAIN,"Study Fig. 6, which shows the population increase of the United Kingdom (UK) over five year periods between 1961 and 2011. Fig. 6",population increase year periods,130
1596,0460_w14_qp_23.pdf,(a),SUB,(i) Mark on Fig. 6 the 1991 population total of 57.3 million and label it with the date. [1],population total date,94
1597,0460_w14_qp_23.pdf,(ii),SUB,By how much did the UK population increase between 1961 and 2011?,population increase,67
1598,0460_w14_qp_23.pdf,(iii),SUB,Circle below the approximate percentage increase in the UK population in the fifty year period between 1961 and 2011. 10% 15% 20% 25% [1],percentage increase population year period,139
1599,0460_w14_qp_23.pdf,(iv),SUB, In which five year period was the largest growth in the UK population? ,year period growth population,72
1600,0460_w14_qp_23.pdf,(v),SUB, In which ten year period was the smallest growth in the UK population? snoillim noitalupop ,year period growth population noitalupop,92
1601,0460_w14_qp_23.pdf,(b),SUB,Table 2 shows details of the factors influencing population growth in the UK for every tenth year from 1961. Table 2 Year Birth rate (per 000) Death rate (per 000) Net migration (total) 1961 17.9 12.0 30 000 1971 16.1 11.5 – 66 000 1981 13.0 11.7 – 80 000 1991 13.7 11.2 100 000 2001 11.3 10.2 160 000 2011 12.9 9.3 163 000,shows details factors population growth year rate Death rate migration,325
1602,0460_w14_qp_23.pdf,(i),SUB,Calculate the natural population change in 1961.,population change,50
1603,0460_w14_qp_23.pdf,(ii),SUB,"In the ten year period from 2001 to 2011, the UK population grew by 3.6 million. Use the information in Table 2 to explain why the total population grew. [Total: 8 marks]",year period population information population Total marks,172
1604,0460_w14_qp_23.pdf,5,MAIN,"Study Fig. 7, which shows employment in the different industrial sectors for certain countries. nd 0pl ar e primary GGhhaannaa",employment sectors countries ar,127
1605,0460_w14_qp_23.pdf,40,MAIN,0nt s secondary nt i 50 IInnddiiaa 5 e c me 60 n d tertiary ploy 0a r e 30 0d u NNoorrwwaayy 1 % employment in tertiary industry Fig. 7,nt ploy employment industry,136
1606,0460_w14_qp_23.pdf,(a),SUB,Table 3 shows the employment figures for Brazil and Ghana. The figures for Ghana have already been plotted on Fig. 7. Table 3 Country percentage employed percentage employed percentage employed in primary industry in secondary industry in tertiary industry Ghana 56 15 29 Brazil 20 14 66,employment figures figures percentage percentage percentage industry industry industry,289
1607,0460_w14_qp_23.pdf,(i),SUB,Plot the position of Brazil’s employment structure on Fig. 7. [2],position employment structure,67
1608,0460_w14_qp_23.pdf,(ii),SUB, What percentage of India’s workers are employed in primary industries? ,percentage workers industries,72
1609,0460_w14_qp_23.pdf,(b),SUB,Table 4 shows the GDP per person for selected countries arranged in rank order. (GDP is a measure of the wealth of a country.) Table 4 Country GDP per person (US $) rank Norway 54 000 1 Italy 29 500 2 Brazil 11 900 3 India 3700 4 Ghana 3100 5,person countries order measure wealth country person,244
1610,0460_w14_qp_23.pdf,(i),SUB,Complete Table 5 below by ranking the same countries in order of their percentages employed in tertiary industry. [1] Table 5 Country employment in tertiary industry (%) rank Brazil 66 Ghana 29 India 34 Italy 68 Norway 76,countries order percentages industry employment industry rank,223
1611,0460_w14_qp_23.pdf,(ii),SUB, Describe the relationship between the GDP per person and employment in tertiary industry. Use statistics in your answer. ,relationship person employment industry statistics answer,122
1612,0460_w14_qp_23.pdf,(iii),SUB,Suggest why the percentage of employment in tertiary industry (services) in a country is linked to the GDP per person. [Total: 8 marks],percentage employment industry services country person Total marks,137
1613,0460_w14_qp_23.pdf,6,MAIN,"Study Fig. 8, which gives some information about employment in the Orlando area of Florida, USA. Use Fig. 8 to answer the questions that follow. percentage employment primary industries manufacturing leisure and hospitality retail education and health government finance transport other services Fig. 8",information employment area questions percentage employment industries leisure hospitality education health government finance transport services,303
1614,0460_w14_qp_23.pdf,(a),SUB, (i) What percentage of the inhabitants of the Orlando area work in leisure and hospitality? ,percentage inhabitants area work leisure hospitality,93
1615,0460_w14_qp_23.pdf,(ii),SUB, Suggest how the following sectors of employment benefit from tourism: ,sectors employment benefit tourism,71
1616,0460_w15_qp_21.pdf,(ii),SUB,Cambridge International Examinations Cambridge International General Certificate of Secondary Education GEOGRAPHY 0460/21 Paper 2 October/November 2015,,152
1617,0460_w15_qp_21.pdf,1,MAIN,"hour 30 minutes Candidates answer on the Question Paper. Additional Materials: Ruler Protractor Plain paper Calculator 1:50 000 Survey Map Extract is enclosed with this Question Paper. READ THESE INSTRUCTIONS FIRST Write your Centre number, candidate number and name in the spaces provided. Write in dark blue or black pen. You may use an HB pencil for any diagrams or graphs. Do not use staples, paper clips, glue or correction fluid. DO NOT WRITE IN ANY BARCODES. Write your answer to each question in the space provided. If additional space is required, you should use the lined pages at the end of this booklet. The question number(s) must be clearly shown. Answer all questions. The Insert contains Photograph A for Question 3 and Photograph B for Question 5. The Survey Map Extract and the Insert are not required by the Examiner. Sketch maps and diagrams should be drawn whenever they serve to illustrate an answer. At the end of the examination, fasten all your work securely together. The number of marks is given in brackets [ ] at the end of each question or part question. The syllabus is approved for use in England, Wales and Northern Ireland as a Cambridge International Level 1/Level 2 Certificate. This document consists of 16 printed pages, 4 blank pages and Insert. DC (ST/AR) 128462",hour minutes Materials paper number number name spaces blue pen pencil diagrams graphs staples paper clips glue correction fluid answer question space space pages end booklet question number questions maps diagrams answer end examination work number marks brackets end question part question syllabus use document pages pages,1303
1618,0460_w15_qp_21.pdf,1,MAIN,"Study the map extract for Essexvale, Zimbabwe. The scale is 1:50 000. Fig. shows some of the features in the west of the map extract. Fig.",map extract scale features west map extract,139
1619,0460_w15_qp_21.pdf,(a),SUB,"Using the map extract, identify the following features shown on Fig. 1:",map extract features,73
1620,0460_w15_qp_21.pdf,(i),SUB, the type of road at A; ,type road,24
1621,0460_w15_qp_21.pdf,(ii),SUB, feature B; ,feature,12
1622,0460_w15_qp_21.pdf,(iii),SUB, feature C; ,feature,12
1623,0460_w15_qp_21.pdf,(iv),SUB, the name of river D; ,name river,22
1624,0460_w15_qp_21.pdf,(v),SUB, the height above sea level at spot height E; ,height sea level spot height,46
1625,0460_w15_qp_21.pdf,(vi),SUB, feature F. ,feature,12
1626,0460_w15_qp_21.pdf,(b),SUB,Fig. 2 shows the area around the Kudu Asbestos mine. Asbestos Fig. 2 Describe the relief of this area.,area mine relief area,104
1627,0460_w15_qp_21.pdf,(c),SUB,Fig. 3 shows the area of settlement and cultivation in the south west of the map extract. Fig. 3 Describe each of the following features of this area:,area settlement cultivation west map extract features area,152
1628,0460_w15_qp_21.pdf,(i),SUB, transport; ,transport,12
1629,0460_w15_qp_21.pdf,(ii),SUB, water supply and drainage. ,water supply drainage,28
1630,0460_w15_qp_21.pdf,(d),SUB, Find the Inyankuni river on the map. ,river map,38
1631,0460_w15_qp_21.pdf,(i),SUB,What is the direction of flow of the river? Tick one correct statement below. Tick (3) north to south south to north east to west west to east,direction flow river correct statement north west,144
1632,0460_w15_qp_21.pdf,(ii),SUB, Give one reason for your answer to (d)(i). ,reason answer,44
1633,0460_w15_qp_21.pdf,(e),SUB, Find Shazha hill and Mbalani hill in the east of the map extract. ,hill hill east map extract,67
1634,0460_w15_qp_21.pdf,(i),SUB, Measure the distance between the tops of the two hills. Give your answer in metres. ,Measure distance tops hills answer metres,85
1635,0460_w15_qp_21.pdf,(ii),SUB, Measure the compass bearing from the top of Mbalani hill to the top of Shazha hill. ,Measure compass bearing top hill top hill,85
1636,0460_w15_qp_21.pdf,(iii),SUB,What is the six figure grid reference of the top of Shazha hill? Tick one correct answer below. Tick (3) [Total: 20 marks],figure reference top hill correct answer marks,124
1637,0460_w15_qp_21.pdf,2,MAIN,"Fig. 4 shows the population distribution in Mali, West Africa. Fig. 5 shows the main towns and cities, rivers and rainfall in the country. Distribution of population in Mali",population distribution towns cities rivers rainfall country population,174
1638,0460_w15_qp_21.pdf,25,MAIN,- 100 people,people,13
1639,0460_w15_qp_21.pdf,11,MAIN,- 24 per,,9
1640,0460_w15_qp_21.pdf,3,MAIN,"- 10 square kilometre Fig. 4 Towns and cities, rivers and rainfall in Mali main town or city 400 annual rainfall Se Senegal river Ni Niger river Tombouctou 1000 Ségou MMooppttii Bamako 800 Fig. 5",kilometre cities rivers rainfall town city rainfall river river,196
1641,0460_w15_qp_21.pdf,(a),SUB,Describe the distribution of population in Mali shown on Fig. 4.,distribution population,66
1642,0460_w15_qp_21.pdf,(b),SUB,Describe the relationship between population distribution shown on Fig. 4 and annual rainfall shown on Fig. 5.,relationship population distribution rainfall,112
1643,0460_w15_qp_21.pdf,(c),SUB,"(i) Using Fig. 5, describe the location of the main towns and cities in Mali.",location towns cities,79
1644,0460_w15_qp_21.pdf,(ii),SUB,"Using Fig. 5, suggest one reason for the location of towns and cities that you have described in (c)(i). [Total: 8 marks]",reason location towns cities Total marks,123
1645,0460_w15_qp_21.pdf,3,MAIN,"Study Photograph A (Insert), which shows Mount Teide, a volcano in Tenerife, Canary Islands. ",volcano,93
1646,0460_w15_qp_21.pdf,(a),SUB, Give one piece of evidence seen in Photograph A which suggests that this is an area with a dry climate. ,piece evidence area climate,105
1647,0460_w15_qp_21.pdf,(b),SUB, Describe the features of the volcano seen in the photograph. ,features volcano photograph,62
